Thread ID: 70141056596960
Fiber ID: 70141066590800
Total: 0.000000
Sort by: self_time

 %self      total      self      wait     child     calls  name
   NaN      0.000     0.000     0.000     0.000        7   ActionDispatch::Routing::RouteSet::Generator#use_relative_controller! 
   NaN      0.000     0.000     0.000     0.000       14   Journey::Route#parts 
   NaN      0.000     0.000     0.000     0.000        7   ActionDispatch::Routing::RouteSet::Generator#segment_keys 
   NaN      0.000     0.000     0.000     0.000       14   ActionDispatch::Routing::RouteSet::NamedRouteCollection#get 
   NaN      0.000     0.000     0.000     0.000        7   ActionDispatch::Routing::RouteSet::Generator#named_route_exists? 
   NaN      0.000     0.000     0.000     0.000        7   ActionDispatch::Routing::RouteSet::Generator#use_recall_for 
   NaN      0.000     0.000     0.000     0.000        7   ActionDispatch::Routing::RouteSet::Generator#current_controller 
   NaN      0.000     0.000     0.000     0.000        7   ActionDispatch::Routing::RouteSet::Generator#normalize_controller_action_id! 
   NaN      0.000     0.000     0.000     0.000        7   ActionDispatch::Routing::RouteSet::Generator#normalize_options! 
   NaN      0.000     0.000     0.000     0.000        7   ActionDispatch::Routing::RouteSet::Generator#initialize 
   NaN      0.000     0.000     0.000     0.000        7   ActionDispatch::Routing::RouteSet#generate 
   NaN      0.000     0.000     0.000     0.000        7   ActionDispatch::Routing::RouteSet#_generate_prefix 
   NaN      0.000     0.000     0.000     0.000        7   ActionDispatch::Routing::RouteSet#extract_authentication 
   NaN      0.000     0.000     0.000     0.000        7   ActionDispatch::Routing::RouteSet#handle_positional_args 
   NaN      0.000     0.000     0.000     0.000        7   ActionDispatch::Routing::RouteSet#url_for 
   NaN      0.000     0.000     0.000     0.000        7   ActionController::Metal#env 
   NaN      0.000     0.000     0.000     0.000        1   Hash#reverse_merge 
   NaN      0.000     0.000     0.000     0.000        1   ActionDispatch::Http::Parameters#symbolized_path_parameters 
   NaN      0.000     0.000     0.000     0.000        3   ActionDispatch::Http::URL#protocol 
   NaN      0.000     0.000     0.000     0.000        2   ActionDispatch::Http::URL#standard_port 
   NaN      0.000     0.000     0.000     0.000        1   ActionDispatch::Http::URL#port 
   NaN      0.000     0.000     0.000     0.000        1   ActionDispatch::Http::URL#standard_port? 
   NaN      0.000     0.000     0.000     0.000        1   ActionDispatch::Http::URL#optional_port 
   NaN      0.000     0.000     0.000     0.000        2  *ActionController::Base#default_url_options 
   NaN      0.000     0.000     0.000     0.000        1   ActionDispatch::Routing::UrlFor#url_options 
   NaN      0.000     0.000     0.000     0.000       14  *ActionController::UrlFor#url_options 
   NaN      0.000     0.000     0.000     0.000        7   ActionView::Helpers::UrlHelper#url_options 
   NaN      0.000     0.000     0.000     0.000       14  *ActionDispatch::Routing::UrlFor#url_for 
   NaN      0.000     0.000     0.000     0.000       21   Hash#reverse_merge! 
   NaN      0.000     0.000     0.000     0.000       94   Symbol#to_sym 
   NaN      0.000     0.000     0.000     0.000       15   Hash#symbolize_keys! 
   NaN      0.000     0.000     0.000     0.000       15   Hash#symbolize_keys 
   NaN      0.000     0.000     0.000     0.000       11   Array#extract_options! 
   NaN      0.000     0.000     0.000     0.000        4   #<Module:0x007f95face2920>#hash_for_league_path 
   NaN      0.000     0.000     0.000     0.000        4   #<Module:0x007f95face2920>#league_path 
   NaN      0.000     0.000     0.000     0.000        4   ActionDispatch::Routing::PolymorphicRoutes#action_prefix 
   NaN      0.000     0.000     0.000     0.000        4   ActionDispatch::Routing::PolymorphicRoutes#routing_type 
   NaN      0.000     0.000     0.000     0.000        4   ActiveModel::Naming#model_name 
   NaN      0.000     0.000     0.000     0.000        4   <Module::ActiveModel::Naming>#convert_to_model 
   NaN      0.000     0.000     0.000     0.000        4   <Module::ActiveModel::Naming>#model_name_from_record_or_class 
   NaN      0.000     0.000     0.000     0.000        4   <Module::ActiveModel::Naming>#singular_route_key 
   NaN      0.000     0.000     0.000     0.000        4   ActionDispatch::Routing::PolymorphicRoutes#build_named_route_call 
   NaN      0.000     0.000     0.000     0.000        4   Array#delete_if 
   NaN      0.000     0.000     0.000     0.000        4   ActiveRecord::Persistence#destroyed? 
   NaN      0.000     0.000     0.000     0.000        4   ActiveRecord::Persistence#new_record? 
   NaN      0.000     0.000     0.000     0.000        4   ActiveRecord::Persistence#persisted? 
   NaN      0.000     0.000     0.000     0.000       12   ActiveModel::Conversion#to_model 
   NaN      0.000     0.000     0.000     0.000        8   ActionView::Helpers::FormHelper#convert_to_model 
   NaN      0.000     0.000     0.000     0.000        8   ActionDispatch::Routing::PolymorphicRoutes#extract_record 
   NaN      0.000     0.000     0.000     0.000        4   ActionDispatch::Routing::PolymorphicRoutes#polymorphic_url 
   NaN      0.000     0.000     0.000     0.000        4   ActionDispatch::Routing::PolymorphicRoutes#polymorphic_path 
   NaN      0.000     0.000     0.000     0.000       14  *ActionView::Helpers::UrlHelper#url_for 
   NaN      0.000     0.000     0.000     0.000        9   ActionView::Helpers::UrlHelper#link_to_remote_options? 
   NaN      0.000     0.000     0.000     0.000        7   ActionView::Helpers::UrlHelper#convert_options_to_data_attributes 
   NaN      0.000     0.000     0.000     0.000        7   ActionView::Helpers::UrlHelper#link_to 
   NaN      0.000     0.000     0.000     0.000       13   String#concat 
   NaN      0.000     0.000     0.000     0.000       48   String#html_safe 
   NaN      0.000     0.000     0.000     0.000       30   ERB::Util#html_escape 
   NaN      0.000     0.000     0.000     0.000       33   Object#html_safe? 
   NaN      0.000     0.000     0.000     0.000       13   ActiveSupport::SafeBuffer#concat 
   NaN      0.000     0.000     0.000     0.000       13   ActionView::OutputBuffer#<< 
   NaN      0.000     0.000     0.000     0.000       26   #<Module:0x007f95f9a0c350>#__temp__ 
   NaN      0.000     0.000     0.000     0.000       22   ActiveSupport::SafeBuffer#original_concat 
   NaN      0.000     0.000     0.000     0.000       45   ActiveSupport::SafeBuffer#html_safe? 
   NaN      0.000     0.000     0.000     0.000       22   ActiveSupport::SafeBuffer#safe_concat 
   NaN      0.000     0.000     0.000     0.000       50   ActiveSupport::SafeBuffer#initialize 
   NaN      0.000     0.000     0.000     0.000        2   ActionView::OutputBuffer#initialize 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::CompiledTemplates#_app_views_leagues_index_html_erb___4080810311537445611_70141057549740 
   NaN      0.000     0.000     0.000     0.000        2   ActionView::Template#method_name 
   NaN      0.000     0.000     0.000     0.000        2   ActionView::Template#compile! 
   NaN      0.000     0.000     0.000     0.000        2   ActionView::Template#render 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::AbstractRenderer#instrument 
   NaN      0.000     0.000     0.000     0.000        1   AbstractController::Layouts#_normalize_layout 
   NaN      0.000     0.000     0.000     0.000        1   ApplicationController#_layout 
