Thread ID: 70141056596960
Fiber ID: 70141066590800
Total: 0.000000
Sort by: self_time

 %self      total      self      wait     child     calls  name
   NaN      0.000     0.000     0.000     0.000        7   MonitorMixin#mon_check_owner 
   NaN      0.000     0.000     0.000     0.000        6   MonitorMixin#mon_exit 
   NaN      0.000     0.000     0.000     0.000        5   Fixnum#+ 
   NaN      0.000     0.000     0.000     0.000        5   Time#initialize 
   NaN      0.000     0.000     0.000     0.000        6   <Class::Time>#allocate 
   NaN      0.000     0.000     0.000     0.000        5   <Class::Time>#now 
   NaN      0.000     0.000     0.000     0.000        1   ActiveRecord::ConnectionAdapters::AbstractAdapter#lease 
   NaN      0.000     0.000     0.000     0.000       15  *Array#each 
   NaN      0.000     0.000     0.000     0.000        2   Enumerable#find 
   NaN      0.000     0.000     0.000     0.000        1   Kernel#loop 
   NaN      0.000     0.000     0.000     0.000        1   ActiveRecord::ConnectionAdapters::ConnectionPool#checkout 
   NaN      0.000     0.000     0.000     0.000        8   Thread#[] 
   NaN      0.000     0.000     0.000     0.000        3   <Class::ActiveRecord::Base>#connection_id 
   NaN      0.000     0.000     0.000     0.000        3   ActiveRecord::ConnectionAdapters::ConnectionPool#current_connection_id 
   NaN      0.000     0.000     0.000     0.000        5   Mutex#lock 
   NaN      0.000     0.000     0.000     0.000       27   <Class::Thread>#current 
   NaN      0.000     0.000     0.000     0.000        6   MonitorMixin#mon_enter 
   NaN      0.000     0.000     0.000     0.000        6  *MonitorMixin#mon_synchronize 
   NaN      0.000     0.000     0.000     0.000        1   ActiveRecord::ConnectionAdapters::ConnectionPool#connection 
   NaN      0.000     0.000     0.000     0.000        2   Array#map 
   NaN      0.000     0.000     0.000     0.000        1   Symbol#to_proc 
   NaN      0.000     0.000     0.000     0.000        2   Hash#values 
   NaN      0.000     0.000     0.000     0.000        2  *ActiveRecord::TestFixtures#enlist_fixture_connections 
   NaN      0.000     0.000     0.000     0.000        7   Array#include? 
   NaN      0.000     0.000     0.000     0.000       30   String#to_s 
   NaN      0.000     0.000     0.000     0.000        3   ActiveRecord::TestFixtures::ClassMethods#uses_transaction? 
   NaN      0.000     0.000     0.000     0.000        6  *ActiveSupport::TestCase#use_transactional_fixtures 
   NaN      0.000     0.000     0.000     0.000        3   ActiveRecord::TestFixtures#run_in_transaction? 
   NaN      0.000     0.000     0.000     0.000        2  *ActiveSupport::TestCase#pre_loaded_fixtures 
   NaN      0.000     0.000     0.000     0.000        2   Hash#blank? 
   NaN      0.000     0.000     0.000     0.000        2   <Class::ActiveRecord::Base>#configurations 
   NaN      0.000     0.000     0.000     0.000        1   ActiveRecord::TestFixtures#setup_fixtures 
   NaN      0.000     0.000     0.000     0.000        9   Hash#clear 
   NaN      0.000     0.000     0.000     0.000        5   Kernel#tap 
   NaN      0.000     0.000     0.000     0.000        2   ActiveSupport::Notifications::Fanout::Subscriber#initialize 
   NaN      0.000     0.000     0.000     0.000       19   <Class::BasicObject>#allocate 
   NaN      0.000     0.000     0.000     0.000        2   ActiveSupport::Notifications::Fanout#subscribe 
   NaN      0.000     0.000     0.000     0.000        4   BasicObject#initialize 
